dataset,variant,seeds,mean_val_acc_pct,std_val_acc_pct,mean_val_macro_f1_pct,std_val_macro_f1_pct,model_params,head_params,total_params
Movies,comp_uniform,3,57.32853412628174,0.354328864651555,49.42087157205467,1.7265512069417193,1186817,5140,1191957
Movies,comp_shared,3,56.93861047426859,0.47571983983902627,49.76093047813537,1.1972788773058614,1186817,5140,1191957
Movies,comp_ownership,3,57.09857940673828,0.43002896476534913,49.36409699112795,1.3629182241744255,1186817,5140,1191957
Toys,comp_uniform,3,79.99516725540161,0.11836298313583865,77.15911002867186,0.5085674868061401,1186817,4626,1191443
Toys,comp_shared,3,80.11596997578938,0.08598815545187356,76.98143382311076,0.33196090132709066,1186817,4626,1191443
Toys,comp_ownership,3,79.98711466789246,0.07468498000418151,77.55292006260176,0.20418983162524768,1186817,4626,1191443
Grocery,comp_uniform,3,82.7720840771993,0.4544819705429493,73.57686394727652,1.7939524483560074,1186817,5140,1191957
Grocery,comp_shared,3,82.7720840771993,0.4699447150376919,74.04817645720529,2.1103188441108336,1186817,5140,1191957
Grocery,comp_ownership,3,82.84040888150533,0.3473019123116823,74.22177212759469,1.3591530198205797,1186817,5140,1191957
